,KRR1 (11103)
ACH-000004,-1.1159550103407028
ACH-000005,-0.4676628459055322
ACH-000007,-1.0355735259761178
ACH-000009,-0.8257513087676819
ACH-000011,-1.0400102522857462
ACH-000012,-0.9221560738808204
ACH-000013,-0.9884829086987522
ACH-000014,-1.01338462462146
ACH-000015,-1.0304021552011076
ACH-000017,-0.6038824398538892
ACH-000018,-1.0905414713004025
ACH-000019,-0.8556422213852926
ACH-000021,-1.0418490722802267
ACH-000022,-0.8682329051431078
ACH-000025,-0.9527747410167692
ACH-000028,-0.8350297408685354
ACH-000030,-0.9624969198398302
ACH-000035,-0.6177890799599786
ACH-000036,-0.8410030784050933
ACH-000037,-1.0316872201430445
ACH-000039,-0.6908371669226738
ACH-000040,-0.8568641111162173
ACH-000041,-0.964813227918364
ACH-000042,-0.8768065951130406
ACH-000045,-1.0196115085143984
ACH-000047,-0.9873225216005062
ACH-000052,-0.7541498805838349
ACH-000053,-0.6851169838814539
ACH-000054,-0.7656531714471171
ACH-000055,-1.0038749784128824
ACH-000060,-0.8925937136376703
ACH-000067,-0.8487105194332047
ACH-000070,-0.8052473245047004
ACH-000075,-1.1423425290645937
ACH-000078,-0.9399591439775145
ACH-000082,-0.8855046666957596
ACH-000085,-0.9928366965426686
ACH-000086,-0.695338262812064
ACH-000087,-0.9784722151799196
ACH-000092,-0.7937191036723178
ACH-000095,-0.8016515265502376
ACH-000097,-0.9239302322603976
ACH-000098,-0.8734456847856393
ACH-000099,-0.7492519901145542
ACH-000108,-1.0621764880546003
ACH-000113,-0.6040967325961744
ACH-000116,-0.9888441514238009
ACH-000118,-0.9209257261657764
ACH-000120,-0.954370761037309
ACH-000123,-0.8425190831830268
ACH-000127,-0.9923695888470756
ACH-000128,-0.7909637230584644
ACH-000132,-0.7420067119100977
ACH-000133,-0.9500598203735988
ACH-000137,-0.9971197549663686
ACH-000138,-0.95290129693194
ACH-000142,-0.7593689267141587
ACH-000143,-0.9879462511167092
ACH-000146,-0.6710161749962664
ACH-000148,-1.0695984811687524
ACH-000150,-1.004876264727336
ACH-000152,-0.901965565269546
ACH-000153,-1.1533809204679324
ACH-000159,-0.8795690419979992
ACH-000160,-1.0501186130629083
ACH-000163,-0.9306195020130446
ACH-000167,-0.9586451670398748
ACH-000168,-0.6847745729238751
ACH-000169,-0.8504004718679202
ACH-000178,-0.9297610830112732
ACH-000183,-0.9058225327633764
ACH-000188,-0.8580327506655163
ACH-000189,-0.7616593565876191
ACH-000190,-0.8967539089195108
ACH-000198,-0.7856376329263399
ACH-000203,-1.3530390520504088
ACH-000204,-0.7937619190075096
ACH-000206,-0.8162045565185125
ACH-000207,-0.58530166932957
ACH-000208,-1.3900558239557037
ACH-000210,-0.6350090274092595
ACH-000211,-0.794697949140638
ACH-000215,-0.9946445649103324
ACH-000221,-0.8657749419280132
ACH-000222,-1.1610627555601565
ACH-000223,-0.7701955204790778
ACH-000226,-0.8238575968974045
ACH-000227,-0.7191932849691111
ACH-000228,-0.8789345217312334
ACH-000231,-1.0303893499408157
ACH-000232,-0.8908389775602572
ACH-000233,-0.5830488831186246
ACH-000234,-0.7886354810999272
ACH-000235,-0.9705000181192868
ACH-000237,-1.1327854299655913
ACH-000238,-1.1749761058077202
ACH-000242,-0.6427931208878708
ACH-000243,-1.0133526716475123
ACH-000244,-0.4722947292761968
ACH-000246,-0.8013957452252488
ACH-000248,-0.7904483531675285
ACH-000250,-0.8968764263007349
ACH-000251,-1.0493288690423541
ACH-000252,-0.9768855242492795
ACH-000253,-1.023032709522436
ACH-000255,-0.9518620630776974
ACH-000256,-0.6630101507045255
ACH-000257,-0.7257220149101199
ACH-000258,-1.1759582722193809
ACH-000259,-0.9915381860953668
ACH-000260,-0.9164194152107676
ACH-000261,-0.8819300853073192
ACH-000262,-0.9534172578442812
ACH-000263,-0.4402376853100564
ACH-000264,-0.6421505808257217
ACH-000265,-0.9834261308967488
ACH-000266,-0.9016077588270508
ACH-000272,-0.7859681157058135
ACH-000274,-0.7432128515496198
ACH-000277,-0.8014632724239266
ACH-000278,-1.075285691301941
ACH-000279,-0.8872296205199359
ACH-000280,-0.8672682992213049
ACH-000281,-0.9105362195085146
ACH-000288,-1.0320759745685648
ACH-000291,-0.7778826093727843
ACH-000293,-0.7394644658051266
ACH-000294,-0.9423080734895576
ACH-000295,-0.8281807229579863
ACH-000296,-0.9649784198985124
ACH-000302,-0.8995339129492093
ACH-000304,-1.0085469041227109
ACH-000307,-1.1218437231203016
ACH-000308,-0.8542572344481429
ACH-000310,-0.7182608370221828
ACH-000311,-0.9339298981005594
ACH-000312,-1.007590427379859
ACH-000315,-0.8435436747668655
ACH-000316,-0.983613269490258
ACH-000317,-0.9528472890418302
ACH-000318,-0.982777465588602
ACH-000319,-1.116458436100966
ACH-000320,-0.8557944178013938
ACH-000322,-1.1726368513064658
ACH-000323,-0.8274011827879971
ACH-000324,-0.9233068624512712
ACH-000329,-0.8709943685204717
ACH-000330,-0.9973713302422113
ACH-000331,-0.9138980965481708
ACH-000332,-0.8286156674511284
ACH-000334,-0.6343705216952038
ACH-000335,-0.8267075925850104
ACH-000336,-0.9792847020376612
ACH-000337,-0.9758144461093471
ACH-000338,-0.6300821785473338
ACH-000339,-0.9414122633910448
ACH-000341,-0.8781260125017716
ACH-000348,-0.8736473896662943
ACH-000350,-0.7899801208631442
ACH-000352,-0.9309004055543664
ACH-000356,-0.7753394073737916
ACH-000361,-0.8831008409626095
ACH-000362,-0.6755100030129549
ACH-000363,-0.606209262612161
ACH-000364,-0.9661279129339364
ACH-000365,-0.8920974673431665
ACH-000366,-0.9805204764194032
ACH-000368,-1.1514921660146538
ACH-000374,-0.9134762452504468
ACH-000375,-1.0226514765941868
ACH-000376,-0.8493468447598648
ACH-000381,-0.8519083239624499
ACH-000383,-0.8499300767721065
ACH-000387,-0.8656530080484975
ACH-000389,-0.8657958591084539
ACH-000390,-0.927066064788848
ACH-000393,-0.8430651835574038
ACH-000395,-0.7973802377479091
ACH-000396,-0.9324906293947884
ACH-000397,-0.8531395077865961
ACH-000401,-1.0645005522980326
ACH-000402,-0.15624359813654548
ACH-000403,-0.8534814528045663
ACH-000404,-0.8398217015033382
ACH-000406,-0.9321492084316724
ACH-000407,-0.9549968192220792
ACH-000408,-0.9032481578112584
ACH-000410,-0.8574584694990495
ACH-000411,-1.0185622487772898
ACH-000414,-1.0763596285360617
ACH-000415,-1.171603632002454
ACH-000416,-1.0119867356544672
ACH-000420,-0.8718580161754497
ACH-000421,-0.9743062442749768
ACH-000424,-0.7847403046124674
ACH-000425,-0.927548027473095
ACH-000426,-0.5882050842444989
ACH-000427,-0.7698488815648504
ACH-000433,-0.9033057023165836
ACH-000435,-0.6572923834430129
ACH-000436,-0.5086355946041424
ACH-000444,-0.8596563239750276
ACH-000445,-1.1392682953658768
ACH-000448,-0.8768165426422718
ACH-000450,-0.8442761213106742
ACH-000452,-1.0226717039472946
ACH-000454,-1.0452051144768366
ACH-000458,-1.08320181066883
ACH-000459,-0.6634982215449248
ACH-000460,-0.779630305814847
ACH-000461,-0.6753619990610809
ACH-000463,-0.8794062617764276
ACH-000464,-1.0007164567013784
ACH-000466,-0.7322943484806659
ACH-000467,-0.8329214092942043
ACH-000468,-1.028195841808278
ACH-000469,-1.008894616036829
ACH-000470,-0.7225404578875952
ACH-000471,-1.0158849408228448
ACH-000472,-0.9628002498387049
ACH-000473,-0.8759065637735944
ACH-000475,-0.7880081057856071
ACH-000476,-0.6405960683280889
ACH-000477,-1.0078048123733092
ACH-000479,-1.039421080589315
ACH-000480,-0.7564731904290536
ACH-000481,-1.0883957445517534
ACH-000483,-0.9797036563856786
ACH-000484,-0.7320422228382069
ACH-000485,-0.9630977044678156
ACH-000486,-1.0428451940890109
ACH-000487,-0.8829576163518534
ACH-000488,-0.7756264159777837
ACH-000490,-0.9118717266780818
ACH-000491,-0.6403246686632774
ACH-000495,-0.8568941348592517
ACH-000496,-1.0174523250696546
ACH-000499,-0.9662040130941416
ACH-000500,-0.9389029395447512
ACH-000502,-0.878103949913135
ACH-000503,-0.8643286317945308
ACH-000505,-0.8776192252698987
ACH-000507,-0.7624912283477088
ACH-000510,-0.8595133061509503
ACH-000511,-0.9966147177376842
ACH-000512,-0.7508520467295906
ACH-000516,-0.6826369044616409
ACH-000517,-0.6185654636987811
ACH-000518,-1.012459632746178
ACH-000520,-0.9083740219738629
ACH-000521,-0.7683409966490307
ACH-000522,-0.9155729712075592
ACH-000524,-0.8258525079109832
ACH-000527,-0.9749128311803068
ACH-000528,-0.8430625709887967
ACH-000537,-0.9959134231378256
ACH-000541,-0.6609556741163355
ACH-000542,-0.990895837374546
ACH-000544,-0.8441977636457618
ACH-000545,-1.0010092544028129
ACH-000547,-1.0995473837262164
ACH-000548,-0.7258356378458626
ACH-000549,-1.0791326523097924
ACH-000550,-1.2186350365233862
ACH-000552,-0.8924935447447455
ACH-000556,-0.7318180437115605
ACH-000557,-0.8435844551380083
ACH-000569,-1.0796406018073443
ACH-000570,-0.9816355337715276
ACH-000571,-0.7751184703303629
ACH-000573,-1.0618423343037018
ACH-000576,-0.7434933151518942
ACH-000579,-0.7772757303672057
ACH-000580,-1.0555155245090488
ACH-000584,-1.043761557813045
ACH-000585,-1.08015763140988
ACH-000588,-0.9481641145501006
ACH-000589,-0.9712745213284971
ACH-000591,-0.9826042891725836
ACH-000593,-1.0940493051353122
ACH-000600,-0.8300087685887337
ACH-000601,-0.8584172610123858
ACH-000605,-0.9982316304411084
ACH-000606,-0.9884299159959514
ACH-000608,-0.8102167003751589
ACH-000614,-1.0709076767979409
ACH-000616,-0.9607687119862456
ACH-000618,-0.8236405618269279
ACH-000619,-0.8711780217028593
ACH-000620,-0.8508228833698105
ACH-000621,-0.6544018932374247
ACH-000622,-0.8410567603717115
ACH-000623,-1.132492614278627
ACH-000624,-0.882613267097047
ACH-000627,-0.8991004681109279
ACH-000630,-0.9014673946272151
ACH-000631,-1.243059622852008
ACH-000632,-1.1082739579507186
ACH-000633,-0.7331875943248571
ACH-000637,-1.1463826446128336
ACH-000638,-0.8515936411219227
ACH-000646,-0.5620847792465358
ACH-000647,-0.9042957505499342
ACH-000648,-1.0173528685611293
ACH-000649,-0.9784927176887463
ACH-000651,-1.1144302424291361
ACH-000652,-0.9421797410697896
ACH-000653,-0.8661527751271441
ACH-000657,-0.899063959441985
ACH-000658,-0.6814086791921627
ACH-000661,-1.1676597792585752
ACH-000662,-0.9803504428636332
ACH-000663,-1.0062598599628825
ACH-000665,-1.014149479370188
ACH-000671,-0.7357598050588408
ACH-000672,-1.0695655150369292
ACH-000673,-0.9629753008602422
ACH-000676,-0.8896824054257518
ACH-000677,-0.7533460718346591
ACH-000681,-0.8701834070010839
ACH-000683,-0.9414172073986152
ACH-000684,-0.9192720114619612
ACH-000688,-1.0128672033464232
ACH-000693,-1.0136979090983618
ACH-000694,-0.918704814525504
ACH-000695,-0.8337810034295974
ACH-000696,-1.0268855690737564
ACH-000697,-0.5678348022279237
ACH-000699,-0.9059963211689946
ACH-000701,-1.0521934750165285
ACH-000706,-0.97028947908313
ACH-000711,-1.0055978880923109
ACH-000713,-0.8876142236657271
ACH-000714,-0.7854070747782702
ACH-000718,-0.9016248797259492
ACH-000720,-0.8957915312887852
ACH-000721,-0.8112686910182546
ACH-000724,-0.576855537875854
ACH-000725,-0.6028102936166275
ACH-000732,-0.8754650756013206
ACH-000734,-0.8867973622358265
ACH-000735,-0.9253248194089256
ACH-000736,-0.8649890346270319
ACH-000738,-1.0218028555939205
ACH-000746,-0.7670130172784084
ACH-000747,-0.866599398859678
ACH-000748,-0.9080766265061121
ACH-000753,-0.994196313185869
ACH-000756,-0.7592118546091698
ACH-000757,-0.663455109005653
ACH-000758,-1.1869594788790845
ACH-000760,-0.8179540793283703
ACH-000762,-1.0665368526601045
ACH-000763,-0.55113601749824
ACH-000764,-1.0652277456150518
ACH-000765,-1.008358350426033
ACH-000766,-0.9319277031626608
ACH-000767,-0.8812327672456345
ACH-000768,-1.0735754518931442
ACH-000769,-0.7944933818207667
ACH-000770,-0.7134114901417801
ACH-000771,-0.9362491230741548
ACH-000773,-0.9093057501686772
ACH-000776,-0.9605530704166904
ACH-000777,-1.177664693812572
ACH-000778,-0.6412779592562522
ACH-000781,-0.9551434680665362
ACH-000782,-1.1430492907111285
ACH-000783,-0.564603403535032
ACH-000784,-0.9652134192181088
ACH-000785,-0.7291217093805036
ACH-000787,-0.9030346853866252
ACH-000788,-0.9344705026509232
ACH-000791,-0.855638031328409
ACH-000792,-1.0039159262506292
ACH-000794,-0.8544038536949876
ACH-000796,-0.6847525917774419
ACH-000798,-0.5387109869069124
ACH-000799,-0.7825640279884766
ACH-000800,-1.1102299970298315
ACH-000802,-1.0343212524894358
ACH-000804,-0.8716910241713028
ACH-000805,-0.9212925316245716
ACH-000809,-0.7662285018128863
ACH-000810,-0.6480633520775961
ACH-000811,-0.7478840674659537
ACH-000817,-0.9441278564678424
ACH-000819,-0.7615234768476333
ACH-000820,-1.132145686080916
ACH-000821,-0.8584835454970474
ACH-000822,-0.5021150550866885
ACH-000823,-0.9487765786094909
ACH-000824,-0.9246950142061338
ACH-000827,-1.038820873454455
ACH-000829,-0.7216653262224018
ACH-000831,-0.9668882823597948
ACH-000832,-0.8093468463336376
ACH-000833,-1.170513665819283
ACH-000834,-0.8784346230272914
ACH-000835,-1.0035407612194411
ACH-000836,-0.8320352054719227
ACH-000837,-1.086139974324911
ACH-000838,-0.9211702575859853
ACH-000839,-0.924926742575458
ACH-000840,-0.6514642190320618
ACH-000841,-0.9827226672246919
ACH-000843,-0.9492164533033604
ACH-000846,-0.8948643388301936
ACH-000847,-1.2632975514953602
ACH-000848,-0.7848174000559374
ACH-000849,-1.099444544131738
ACH-000851,-0.8493515376648136
ACH-000855,-1.1185377100570972
ACH-000856,-0.8706059808552697
ACH-000858,-1.0156430699143657
ACH-000859,-1.0900203727984312
ACH-000861,-0.843349153216739
ACH-000862,-0.8943925590950557
ACH-000865,-1.0456458403013975
ACH-000866,-0.884971143724265
ACH-000867,-0.8285868247054253
ACH-000869,-0.7320064897854441
ACH-000872,-0.7925246801835383
ACH-000873,-1.1425370523527263
ACH-000876,-0.6920462569665469
ACH-000878,-0.9386266347668778
ACH-000880,-1.070230293978112
ACH-000881,-0.8465944310832143
ACH-000882,-0.9045875396527984
ACH-000884,-1.0229120458757783
ACH-000885,-0.9965383548090044
ACH-000887,-0.9487048452686316
ACH-000889,-0.7934311764560008
ACH-000896,-1.0225339148349215
ACH-000898,-0.7264130400526355
ACH-000900,-1.0163765531135431
ACH-000901,-0.9616123433835124
ACH-000905,-0.9869995684670744
ACH-000906,-1.0202548654054209
ACH-000907,-0.8704354949371245
ACH-000910,-1.0018603321779256
ACH-000911,-0.8599374671458023
ACH-000912,-0.9728491485596684
ACH-000913,-0.8701972781517462
ACH-000915,-0.9523617981976722
ACH-000916,-0.6769708125416468
ACH-000917,-0.9326222524959692
ACH-000920,-1.1342579015549306
ACH-000921,-0.7702610406252866
ACH-000924,-0.9588300966701344
ACH-000926,-0.9833239517473344
ACH-000928,-1.0355680568636696
ACH-000929,-0.8924364322731021
ACH-000932,-0.7084239152439281
ACH-000935,-0.7973073440761387
ACH-000936,-1.1437814480450648
ACH-000937,-1.0377000295722112
ACH-000938,-0.8811191284771002
ACH-000939,-1.3003603800762116
ACH-000941,-0.937385151713864
ACH-000943,-1.2671517776863872
ACH-000946,-0.7427454379284449
ACH-000947,-0.9228450947386492
ACH-000948,-0.7542971532678708
ACH-000950,-0.8947275736035996
ACH-000953,-0.7418586577570332
ACH-000954,-1.0486200453702466
ACH-000957,-0.8542802046323655
ACH-000958,-1.1144369354269603
ACH-000960,-0.6802990551051363
ACH-000963,-0.7494229261280454
ACH-000968,-0.9608513095398982
ACH-000969,-0.7798403815875018
ACH-000972,-1.1309507914214023
ACH-000973,-0.9958358901077156
ACH-000974,-0.9062410571066808
ACH-000978,-1.1142905360265734
ACH-000984,-0.9279776555199898
ACH-000986,-0.6338331241498353
ACH-000988,-1.3482800091263876
ACH-000993,-0.897665518580617
ACH-000994,-0.7699735543576925
ACH-000996,-0.9942856735213804
ACH-001001,-0.6746347379689571
ACH-001020,-0.8168106011949251
ACH-001028,-0.8796656876837767
ACH-001031,-1.0186495199250476
ACH-001038,-0.9659976044030686
ACH-001048,-0.8921687712873083
ACH-001050,-0.955713166148472
ACH-001053,-0.9870527978678356
ACH-001054,-0.980690117579588
ACH-001061,-0.9057713749258188
ACH-001067,-0.8690695775773869
ACH-001075,-0.9895437023632464
ACH-001096,-1.250831614849854
ACH-001111,-0.7606776057486987
ACH-001119,-0.812795699710048
ACH-001128,-1.3848709445213323
ACH-001134,-0.9367907009892612
ACH-001151,-0.9227573241480066
ACH-001163,-0.815414666716692
ACH-001164,-0.7154067496899299
ACH-001183,-0.9216273966171756
ACH-001192,-1.0313682625752014
ACH-001193,-0.7522563247307044
ACH-001196,-0.9038250477662868
ACH-001197,-0.5149550267588369
ACH-001205,-0.9497694354309985
ACH-001211,-0.9508765570770408
ACH-001212,-0.5745118238968502
ACH-001228,-0.8759226937243658
ACH-001232,-1.0895675200540196
ACH-001239,-1.0026556692384307
ACH-001270,-1.2241817379543931
ACH-001274,-0.9736745765894932
ACH-001275,-0.9767079621002024
ACH-001277,-1.0158482279964514
ACH-001278,-0.9187021558157312
ACH-001280,-0.8216695523474079
ACH-001283,-0.9798980496749322
ACH-001289,-0.781197512051576
ACH-001300,-0.6410638395758425
ACH-001301,-0.9820848618617688
ACH-001302,-0.4118679850042457
ACH-001306,-1.0568463052971009
ACH-001318,-0.9866469672588508
ACH-001322,-0.955283910550836
ACH-001328,-0.8555505926559202
ACH-001332,-1.0341272195711206
ACH-001336,-1.0038022017210786
ACH-001346,-1.0316112806430966
ACH-001353,-0.846470591693365
ACH-001354,-0.7836069154159466
ACH-001367,-1.0200934007119309
ACH-001368,-1.0639357300210877
ACH-001374,-1.0586393135199872
ACH-001377,-1.1590399857960616
ACH-001380,-0.7545221099618077
ACH-001391,-0.8648683686613867
ACH-001408,-1.0662662183959108
ACH-001430,-1.240770788803103
ACH-001431,-0.7500562016523159
ACH-001450,-0.6075573577952086
ACH-001496,-1.3051925548252652
ACH-001500,-0.8842507502474799
ACH-001523,-0.9897796128633676
ACH-001532,-1.058526606537744
ACH-001550,-1.1232065440566923
ACH-001552,-0.952683935946001
ACH-001554,-0.846867919602778
ACH-001654,-1.1851130676472028
ACH-001735,-0.8831975950996428
ACH-001736,-0.7252707168400105
ACH-001737,-0.5923930512981846
ACH-001740,-0.9682027438431056
ACH-001745,-0.9606653476856112
ACH-001765,-0.9810017815340444
