,EFR3A (23167)
ACH-000004,-0.743827410862024
ACH-000005,-0.6634043428464204
ACH-000007,-0.890451757710043
ACH-000009,-0.11839859215136887
ACH-000011,-0.6992121876085572
ACH-000012,-0.5221093557855241
ACH-000013,-0.009455813968126768
ACH-000014,-0.08115131550552686
ACH-000015,-0.007923682915305274
ACH-000017,-0.13689975966698978
ACH-000018,-0.6733727130455366
ACH-000019,0.09485358156311118
ACH-000021,-0.6455526752028722
ACH-000022,-0.4386511455493473
ACH-000025,-0.6786996094385052
ACH-000028,0.08210419803935129
ACH-000030,-0.7433079475492249
ACH-000035,-0.7062672736791106
ACH-000036,-0.15855116835054262
ACH-000037,-0.1796574577902497
ACH-000039,-0.3653042572019172
ACH-000040,-0.44785472185025305
ACH-000041,-0.3146586157751024
ACH-000042,-0.5994574498598803
ACH-000045,-0.1235504888250508
ACH-000047,-0.36007471079155984
ACH-000052,-0.705001840392921
ACH-000053,0.044363939485793744
ACH-000054,-0.7158537920234135
ACH-000055,-0.1755896016593544
ACH-000060,-0.5543090451170111
ACH-000067,-0.5702024881031468
ACH-000070,-0.3902268655485407
ACH-000075,-0.02520914146471515
ACH-000078,0.13803531829390642
ACH-000082,-0.2009619788650545
ACH-000085,-0.6093796259173057
ACH-000086,-0.26753388330607003
ACH-000087,-0.1341260539245686
ACH-000092,-0.2004973127489932
ACH-000095,-0.10192337687947622
ACH-000097,0.14572086101430254
ACH-000098,0.046332313123150816
ACH-000099,0.04957772404180688
ACH-000108,-0.8837142138748589
ACH-000113,-0.5109305345863228
ACH-000116,-0.1139103494416748
ACH-000118,-0.7597333807245855
ACH-000120,0.013310295134152527
ACH-000123,-0.08248189168250826
ACH-000127,-0.2719330322522414
ACH-000128,-0.07752264039210408
ACH-000132,-0.7016212322715941
ACH-000133,-0.3930178935122168
ACH-000137,-0.5454319246156444
ACH-000138,-0.8127462100340447
ACH-000142,-0.4584829946361516
ACH-000143,-0.11834839649543873
ACH-000146,-0.003107196416698036
ACH-000148,-0.2122352329687502
ACH-000150,-0.07022629032056317
ACH-000152,-0.7520418138346836
ACH-000153,-0.20911130484746496
ACH-000159,-0.12590124725695498
ACH-000160,-0.3093604402038801
ACH-000163,-0.08252079939907962
ACH-000167,-0.5414254461772883
ACH-000168,-0.389552056480648
ACH-000169,0.02469402459597872
ACH-000178,-0.02529587828622387
ACH-000183,-0.019601408551245945
ACH-000188,-0.5083885709918935
ACH-000189,-0.3591125070334543
ACH-000190,-0.09030336414956826
ACH-000198,-0.6199911666175154
ACH-000203,-0.12031469759932947
ACH-000204,-0.6901238926262878
ACH-000206,-0.3477887151648429
ACH-000207,-0.3778819642838409
ACH-000208,-0.8458594220522975
ACH-000210,-0.4509360239044655
ACH-000211,-0.018738850197488718
ACH-000215,-0.5530986741804573
ACH-000221,0.12368849892340672
ACH-000222,-0.5872343853068341
ACH-000223,-0.4871206456688514
ACH-000226,-0.013706844085878179
ACH-000227,-0.13158629711805395
ACH-000228,-0.8655912471096242
ACH-000231,0.06358688029510369
ACH-000232,-0.08618993857126621
ACH-000233,0.018184193769656708
ACH-000234,-0.209154220969586
ACH-000235,-0.7593009739177083
ACH-000237,-0.7597491724389517
ACH-000238,-0.7081744250184818
ACH-000242,-0.6523367530518623
ACH-000243,-0.13934120587933474
ACH-000244,-0.07243113111304596
ACH-000246,-0.2524509036027709
ACH-000248,0.012427923938942594
ACH-000250,-0.40505172134665096
ACH-000251,-0.3342302249790218
ACH-000252,-0.6501137228424697
ACH-000253,-0.7083259691846358
ACH-000255,-0.3744594737846944
ACH-000256,-0.43234818292077776
ACH-000257,0.0595562950034729
ACH-000258,-0.3366009683847811
ACH-000259,-0.048096136545564
ACH-000260,0.015968331750313702
ACH-000261,-0.053928891546003936
ACH-000262,-0.6824855581291214
ACH-000263,-0.382985314037996
ACH-000264,-0.0956051391227044
ACH-000265,0.0952694691355238
ACH-000266,-0.9330467149899958
ACH-000272,-0.2267052016972881
ACH-000274,-0.030333075571432125
ACH-000277,-0.1068540119361882
ACH-000278,-0.28719472843431404
ACH-000279,-0.08146837544504304
ACH-000280,-0.5147227810403584
ACH-000281,-1.006122697433201
ACH-000288,0.13261884634982538
ACH-000291,-0.8466905347142294
ACH-000293,-0.07835993216627772
ACH-000294,-0.26660293050049005
ACH-000295,-0.44097855022745375
ACH-000296,-0.1320810574738856
ACH-000302,-0.5580496447559999
ACH-000304,-0.4387319281138312
ACH-000307,-0.7796069022460599
ACH-000308,-0.2711263480057248
ACH-000310,-0.17753766100889118
ACH-000311,-0.7431962216371508
ACH-000312,0.057520470111700674
ACH-000315,-0.7294592313306449
ACH-000316,-0.24549437927415985
ACH-000317,-0.33964106964669594
ACH-000318,-0.4206199920055812
ACH-000319,-0.1977272914231954
ACH-000320,-0.4818222558277354
ACH-000322,-0.18721846209918774
ACH-000323,-0.4359893142915439
ACH-000324,-0.4149634144278813
ACH-000329,-0.0648654603491247
ACH-000330,-0.0998831673544714
ACH-000331,0.06414275782368271
ACH-000332,-0.6305946032436858
ACH-000334,-0.978792678953294
ACH-000335,-0.5116420336723753
ACH-000336,-0.4019894862446021
ACH-000337,-0.08009213112500586
ACH-000338,0.04132412259939328
ACH-000339,-0.6264487698785157
ACH-000341,0.00496583272197967
ACH-000348,-0.4838585760534573
ACH-000350,0.19707284693727206
ACH-000352,0.05683060583528784
ACH-000356,-0.6086190005892892
ACH-000361,-0.36333014976321376
ACH-000362,-0.24720665508806236
ACH-000363,-0.5115408997086702
ACH-000364,0.0950595669714496
ACH-000365,-0.7580500502007762
ACH-000366,0.040070268214106856
ACH-000368,-0.2470791641920216
ACH-000374,-0.05043294259550253
ACH-000375,-0.5909642326055006
ACH-000376,-0.5288046141205633
ACH-000381,-0.6672374619076871
ACH-000383,-0.6468470835567331
ACH-000387,-0.252551092324772
ACH-000389,-0.03643413467829889
ACH-000390,-0.61650006919597
ACH-000393,-0.018167132268065028
ACH-000395,-0.7169343418253497
ACH-000396,-0.6492649103070871
ACH-000397,-0.9054852340241842
ACH-000401,0.06252710783320085
ACH-000402,-0.5516649280575621
ACH-000403,-0.5726752690960439
ACH-000404,-0.07173599940314578
ACH-000406,0.005503316951797082
ACH-000407,-0.3576018757593166
ACH-000408,-0.5697254401890668
ACH-000410,-0.09245402197578156
ACH-000411,0.08762595744161307
ACH-000414,-0.2330255435333988
ACH-000415,-0.25868491218894424
ACH-000416,0.04578386393870845
ACH-000420,-0.27458001064367793
ACH-000421,-0.2688400927119909
ACH-000424,-0.10487737415822863
ACH-000425,0.024391700632001887
ACH-000426,-0.15877300379609394
ACH-000427,-0.08148674903243389
ACH-000433,-0.6040087564354288
ACH-000435,-0.8582982432478847
ACH-000436,-0.7242537100326486
ACH-000444,0.05673570344825597
ACH-000445,-0.5834683630217146
ACH-000448,-0.8158409291849769
ACH-000450,-0.017446239810437622
ACH-000452,-0.06993666364965863
ACH-000454,-0.07837064639210813
ACH-000458,-0.4166363370274723
ACH-000459,-0.37504249570779735
ACH-000460,-0.908450632381136
ACH-000461,-0.3458005022961669
ACH-000463,0.049406351235043916
ACH-000464,-0.1942718398267796
ACH-000466,-0.6963246366319283
ACH-000467,-0.5927887689103842
ACH-000468,-0.4225197067634559
ACH-000469,-0.2775750652631377
ACH-000470,-0.635238725765047
ACH-000471,-0.05029051585667532
ACH-000472,-0.7440930017139183
ACH-000473,-0.68252070484312
ACH-000475,-0.5912632175704978
ACH-000476,-0.9018264538894364
ACH-000477,-0.14154873476559124
ACH-000479,0.10436971557683336
ACH-000480,-0.0994255720317029
ACH-000481,-0.1150803818836039
ACH-000483,-0.1638736359987946
ACH-000484,-0.7179336605335134
ACH-000485,-0.7725756165287975
ACH-000486,-0.08347359560163381
ACH-000487,-0.42810495171906815
ACH-000488,-0.5940519420092266
ACH-000490,-0.0906220263558671
ACH-000491,-0.8041577055538328
ACH-000495,-0.4913649132207485
ACH-000496,-0.6063482782066516
ACH-000499,-0.15020352138775872
ACH-000500,-0.3962789453050558
ACH-000502,-0.7156715000533803
ACH-000503,-0.5604578514540708
ACH-000505,-0.29380928718676125
ACH-000507,-0.4434524463667526
ACH-000510,0.013757953295547774
ACH-000511,-0.7463087496165175
ACH-000512,-0.6680079103828693
ACH-000516,-0.33039884159956
ACH-000517,-0.09086190094605813
ACH-000518,-0.7718926777227173
ACH-000520,-0.5143492052380468
ACH-000521,-0.2245181984478467
ACH-000522,-0.10566593759013083
ACH-000524,0.05615524714487529
ACH-000527,-0.6877041161783515
ACH-000528,-0.10026650154137054
ACH-000537,-0.4542138550267971
ACH-000541,-0.6645553543665931
ACH-000542,-0.210674875656212
ACH-000544,-0.7600127717500224
ACH-000545,-0.6299928445598252
ACH-000547,-0.5424684675689091
ACH-000548,-0.6206809462222128
ACH-000549,-0.6399090832897925
ACH-000550,-0.04130288297039556
ACH-000552,-0.5298759786670197
ACH-000556,0.016533225161059033
ACH-000557,-0.2236345037525049
ACH-000569,-0.1343961394099405
ACH-000570,-0.0594387202895018
ACH-000571,-0.5974393427267185
ACH-000573,-0.055583012534217206
ACH-000576,-0.8067826044548657
ACH-000579,-0.0568795619653151
ACH-000580,-0.19042350459342847
ACH-000584,-0.4759362422399655
ACH-000585,-0.7223152509525054
ACH-000588,-0.8434091046493936
ACH-000589,-0.029390080915733426
ACH-000591,-0.26974788864654003
ACH-000593,0.1634521153167962
ACH-000600,0.11397677224180056
ACH-000601,-0.12648267018777185
ACH-000605,-0.1380276235372905
ACH-000606,-0.534925524488315
ACH-000608,-0.7910334861344954
ACH-000614,-0.062370053978487966
ACH-000616,0.12502338169305172
ACH-000618,-0.665278219789746
ACH-000619,-0.6630318279871137
ACH-000620,0.01463638998853519
ACH-000621,-0.03263234907958667
ACH-000622,-0.11158445896215463
ACH-000623,0.03145058794608263
ACH-000624,-0.5307589443684881
ACH-000627,-0.04651950914354303
ACH-000630,-0.5975266868926776
ACH-000631,0.052537207308007865
ACH-000632,-0.12537210528803958
ACH-000633,-0.05500468466202888
ACH-000637,-0.29367618910701193
ACH-000638,0.04530859643786272
ACH-000646,-0.9484032061939258
ACH-000647,0.012171652676073728
ACH-000648,-0.1539189635990131
ACH-000649,-0.47814986542325805
ACH-000651,-0.30420051509992224
ACH-000652,-0.08932068870938477
ACH-000653,-0.5807042052929032
ACH-000657,0.12945602026200834
ACH-000658,-0.7966947587684927
ACH-000661,0.050592347304629116
ACH-000662,-0.8492442905371617
ACH-000663,-0.5881177670153647
ACH-000665,0.08398519210902453
ACH-000671,-0.10707302532465264
ACH-000672,0.07382181650647117
ACH-000673,-0.22674976663969335
ACH-000676,0.010475402873974443
ACH-000677,-0.01887517499948313
ACH-000681,0.0025766325197169237
ACH-000683,-0.08005892900062271
ACH-000684,-0.384912348165086
ACH-000688,-0.3882808712206982
ACH-000693,-0.32868669715177234
ACH-000694,-0.4423838885788456
ACH-000695,-0.11942435413120335
ACH-000696,-0.08533148140847104
ACH-000697,-0.6952987930442046
ACH-000699,-0.21637585305300852
ACH-000701,-0.2421775843333485
ACH-000706,-0.09654692551725803
ACH-000711,-0.5130954073818501
ACH-000713,0.17279989027436732
ACH-000714,-0.4537604511421505
ACH-000718,-0.28561300406408857
ACH-000720,-0.5819472425395982
ACH-000721,-0.0955488086494638
ACH-000724,-0.5272383735555516
ACH-000725,0.07161432228868445
ACH-000732,-0.6170353843761204
ACH-000734,-0.11473297752470656
ACH-000735,-0.5048840882366824
ACH-000736,-0.3874365497736307
ACH-000738,-0.06257703213378395
ACH-000746,-0.03395172007558081
ACH-000747,-0.07363508817229647
ACH-000748,-0.05337291266482603
ACH-000753,-0.4418390311205703
ACH-000756,-0.22394014449042535
ACH-000757,-0.11689132001336022
ACH-000758,-0.34232329433265674
ACH-000760,0.00750195445478472
ACH-000762,-0.8016673358676646
ACH-000763,-0.4747817998241758
ACH-000764,-0.6112860347267537
ACH-000765,-0.09952026232873178
ACH-000766,-0.01124820337120357
ACH-000767,0.08432550949413388
ACH-000768,-0.4270246945669584
ACH-000769,-0.22574828397965
ACH-000770,-0.7476571509044289
ACH-000771,-0.7901466315733598
ACH-000773,0.004392610045128571
ACH-000776,-0.5190296797411502
ACH-000777,-0.6712224545293735
ACH-000778,-0.8478478339615476
ACH-000781,-0.09490922801383432
ACH-000782,-0.401512968779865
ACH-000783,0.07719746394017997
ACH-000784,0.0787486061389934
ACH-000785,0.03639060351098399
ACH-000787,-0.43940665919001093
ACH-000788,0.14353857113631907
ACH-000791,-0.0575008065262063
ACH-000792,-0.5411106264774367
ACH-000794,-0.35259493929963354
ACH-000796,-1.0721085436555495
ACH-000798,-0.6549663827264733
ACH-000799,-0.21006354711735925
ACH-000800,-0.11213302251949528
ACH-000802,-0.7605165536376449
ACH-000804,-0.09682978134088034
ACH-000805,-0.05317261599314011
ACH-000809,-0.3995940831350703
ACH-000810,-0.07468343913143309
ACH-000811,-0.08991361371831702
ACH-000817,-0.5576995360421805
ACH-000819,-0.7929318063170551
ACH-000820,0.0631088069698557
ACH-000821,-0.6150612513299711
ACH-000822,0.06863857448444757
ACH-000823,-0.2660780020505412
ACH-000824,-0.18169337841767655
ACH-000827,0.03797735862598742
ACH-000829,-0.0159032967740936
ACH-000831,0.1259360964638912
ACH-000832,-0.6656996065784677
ACH-000833,-0.1008861467510803
ACH-000834,-0.6089430558725266
ACH-000835,-0.8050503796149644
ACH-000836,-0.8445454311271038
ACH-000837,-0.2654988285084677
ACH-000838,-0.05231107299396589
ACH-000839,-0.4975247296065469
ACH-000840,0.03628339708259515
ACH-000841,-0.018944706839351597
ACH-000843,-0.2405516417017598
ACH-000846,-0.09701974831702023
ACH-000847,0.06992129133354172
ACH-000848,-0.39368604095181503
ACH-000849,-0.3643882581275327
ACH-000851,0.11989591264368302
ACH-000855,-0.7736817202957624
ACH-000856,-0.1380638417175799
ACH-000858,-0.5357494918364042
ACH-000859,-0.21744472294193848
ACH-000861,-0.2425054124599307
ACH-000862,-0.6475565862475687
ACH-000865,-0.7529672594062782
ACH-000866,0.04771419062196276
ACH-000867,0.1260393595166541
ACH-000869,-0.07377402442453983
ACH-000872,-0.07794180655600796
ACH-000873,-0.002251992799847014
ACH-000876,-0.020251656411699976
ACH-000878,0.12946338607542762
ACH-000880,-0.7294042674504729
ACH-000881,0.13443569541220232
ACH-000882,0.06442050185024313
ACH-000884,0.004057335927137823
ACH-000885,-0.15607999939648556
ACH-000887,-0.4994994621406468
ACH-000889,-0.8218662586270524
ACH-000896,-0.7729272499989064
ACH-000898,-0.395441061168264
ACH-000900,-0.20539868940587694
ACH-000901,0.002686846088154871
ACH-000905,-0.7980790005536472
ACH-000906,-0.4338742797623304
ACH-000907,-0.10027463114770806
ACH-000910,0.023986169191982324
ACH-000911,-0.7905057083563787
ACH-000912,0.025982216096721418
ACH-000913,-0.6700041320886093
ACH-000915,-0.16054303807359244
ACH-000916,-0.23536422759447145
ACH-000917,0.01307761456937684
ACH-000920,-0.38611508321091786
ACH-000921,-0.4838007765788158
ACH-000924,-0.0989197487022162
ACH-000926,-0.5812899471413578
ACH-000928,-0.2635793047623261
ACH-000929,-0.2966153581276881
ACH-000932,0.08901287004102132
ACH-000935,-0.27187834870752714
ACH-000936,-0.12734165246002205
ACH-000937,-0.14876324644997851
ACH-000938,-0.4453007586306122
ACH-000939,-0.0695521360279908
ACH-000941,-0.12961521162609302
ACH-000943,-0.6170873410798626
ACH-000946,-0.3767030030246369
ACH-000947,0.009589415972080371
ACH-000948,-0.5887833747746275
ACH-000950,-0.4051311761907764
ACH-000953,-0.06860348104760776
ACH-000954,-0.4268177163035194
ACH-000957,-0.6518031862947872
ACH-000958,-0.26323679451613546
ACH-000960,-0.14521872995186924
ACH-000963,-0.4245762752778744
ACH-000968,0.08740311089255398
ACH-000969,-0.2696443297910987
ACH-000972,0.021283844510107758
ACH-000973,0.05790609820488545
ACH-000974,-0.13017623743598866
ACH-000978,0.0295013606761876
ACH-000984,-0.06356497175995195
ACH-000986,-0.8534333139506786
ACH-000988,-0.11557073463198625
ACH-000993,-0.5443238801482713
ACH-000994,-0.023720044084733025
ACH-000996,-0.4522662622087432
ACH-001001,-0.03442062168045455
ACH-001020,-0.07165407552756115
ACH-001028,-0.027587892625086857
ACH-001031,0.08552857426057539
ACH-001038,-0.057700919991469125
ACH-001048,-0.3533106155740052
ACH-001050,-0.1350937241479453
ACH-001053,-0.3932877856571155
ACH-001054,-0.5364864983119267
ACH-001061,-0.35677338320611546
ACH-001067,0.11543066618779108
ACH-001075,-0.9123982918025674
ACH-001096,0.07023207658606583
ACH-001111,-0.3325471460462786
ACH-001119,-0.6396407299910513
ACH-001128,-0.23279197008723684
ACH-001134,-0.6418013944093822
ACH-001151,-0.060284668687342995
ACH-001163,-0.08196980445548842
ACH-001164,0.15182762445260456
ACH-001183,-0.4364717753258281
ACH-001192,-0.10238863514383724
ACH-001193,-0.32050485017709385
ACH-001196,-0.2320240532251828
ACH-001197,-0.4060588361943229
ACH-001205,-0.2917486904942926
ACH-001211,-0.17350986799512788
ACH-001212,-0.3433905797509355
ACH-001228,-0.1439481543644996
ACH-001232,-0.0005100745856049966
ACH-001239,0.00462126136585042
ACH-001270,0.030551237109153414
ACH-001274,-0.5478335546613115
ACH-001275,0.0392114652349071
ACH-001277,-0.12762949342734786
ACH-001278,-0.011223839763146736
ACH-001280,-0.11816089616734347
ACH-001283,0.02488373878700477
ACH-001289,0.013422960145319622
ACH-001300,-0.11029275584621427
ACH-001301,-0.058076121930103676
ACH-001302,-0.16882773564615758
ACH-001306,-0.19682859039871514
ACH-001318,-0.06317242224991933
ACH-001322,0.03365814793326708
ACH-001328,-0.6679567010351434
ACH-001332,-0.5627593873113951
ACH-001336,-0.7990050505915889
ACH-001346,-0.8809575977938547
ACH-001353,-0.6857677349343764
ACH-001354,-0.13293037320827916
ACH-001367,0.003996092154330682
ACH-001368,-0.07120572276843355
ACH-001374,-0.1092366229254428
ACH-001377,-0.3699691720519239
ACH-001380,-0.3489696657098855
ACH-001391,-0.6279302001284423
ACH-001408,-0.6089647635233997
ACH-001430,-0.4099972826507093
ACH-001431,-0.4938916346125223
ACH-001450,-0.539697968618306
ACH-001496,-0.6255114934870211
ACH-001500,-0.046640560055882296
ACH-001523,-0.8049151410674977
ACH-001532,0.1061922038559357
ACH-001550,-0.3540769048141258
ACH-001552,-0.07142046952949338
ACH-001554,-0.17363238050223834
ACH-001654,0.057685447739769975
ACH-001735,-0.3282883670859212
ACH-001736,-0.3776053102913536
ACH-001737,-0.07395947435513896
ACH-001740,-0.08083487778129544
ACH-001745,0.015641864702700948
ACH-001765,0.025969843750089663
