,GPR137C (283554)
ACH-000004,-0.304696734985033
ACH-000005,0.18438764833161933
ACH-000007,-0.3401231654960929
ACH-000009,-0.12680104310675305
ACH-000011,-0.3044166210192495
ACH-000012,-0.2099222271842756
ACH-000013,-0.23278390664035115
ACH-000014,-0.0625380311497942
ACH-000015,-0.2335129881177549
ACH-000017,-0.2184945581319141
ACH-000018,-0.4636752202245131
ACH-000019,-0.33977576994939673
ACH-000021,-0.21693817647272576
ACH-000022,-0.2071721603243892
ACH-000025,-0.24493776872159365
ACH-000028,-0.2295372906024148
ACH-000030,-0.25244552423482725
ACH-000035,-0.2675366005701718
ACH-000036,-0.3063816228408713
ACH-000037,-0.21750156204612853
ACH-000039,-0.0991984220329735
ACH-000040,-0.43467492147439785
ACH-000041,-0.1889036544205971
ACH-000042,-0.2525363027838637
ACH-000045,-0.19465945093499767
ACH-000047,-0.3068878330826241
ACH-000052,-0.2021534085039945
ACH-000053,-0.2182599721229108
ACH-000054,-0.2131273670309648
ACH-000055,-0.2267095738375204
ACH-000060,-0.4519497312112479
ACH-000067,-0.23191219166486185
ACH-000070,-0.21414237671124609
ACH-000075,-0.03181093660416225
ACH-000078,-0.2912143126609456
ACH-000082,-0.3971112735330647
ACH-000085,-0.3988131732000961
ACH-000086,-0.214941647832054
ACH-000087,-0.4847284916217372
ACH-000092,-0.2936408316502984
ACH-000095,-0.30978362922551195
ACH-000097,-0.1572174365753546
ACH-000098,-0.2298316010676431
ACH-000099,-0.30029956319049705
ACH-000108,-0.3216394688518305
ACH-000113,-0.17073324384213134
ACH-000116,-0.2521773837716222
ACH-000118,-0.3317701101737354
ACH-000120,-0.05305166740930098
ACH-000123,-0.1197405552886062
ACH-000127,-0.19966410508958884
ACH-000128,-0.06867381802087039
ACH-000132,-0.1670094714670814
ACH-000133,-0.2089942896257676
ACH-000137,-0.21746174635716606
ACH-000138,-0.28209083124895223
ACH-000142,-0.1341646428416203
ACH-000143,-0.1602485748812522
ACH-000146,-0.28426524267624204
ACH-000148,-0.1392029609079139
ACH-000150,-0.2374485433774416
ACH-000152,-0.30651386750289394
ACH-000153,-0.12734892121086627
ACH-000159,-0.3655993197579333
ACH-000160,-0.25183117408036043
ACH-000163,-0.1936057106840974
ACH-000167,-0.3476811172309685
ACH-000168,-0.2551689568321942
ACH-000169,0.01728787162307634
ACH-000178,-0.4176610887475602
ACH-000183,-0.2499878856731252
ACH-000188,-0.10830124679446224
ACH-000189,-0.4221587131433569
ACH-000190,-0.3039457977984941
ACH-000198,-0.32483397643920336
ACH-000203,-0.13980324584953122
ACH-000204,-0.33576730526893783
ACH-000206,-0.56943148656566
ACH-000207,-0.4446903784155584
ACH-000208,-0.3539256301365785
ACH-000210,-0.5014521361543178
ACH-000211,-0.29068679331708513
ACH-000215,-0.2628140517277218
ACH-000221,-0.2085740752421924
ACH-000222,-0.29433259161583364
ACH-000223,-0.29698662760346145
ACH-000226,-0.3343725031192699
ACH-000227,-0.1524910029552597
ACH-000228,-0.38968498081310615
ACH-000231,-0.3117398684451255
ACH-000232,-0.3502462666399442
ACH-000233,-0.29479966891380144
ACH-000234,-0.23464665293810666
ACH-000235,-0.258560982728142
ACH-000237,-0.18585491314521832
ACH-000238,-0.3764641070747516
ACH-000242,0.06806878443665225
ACH-000243,-0.3757030444376735
ACH-000244,-0.2428052177555373
ACH-000246,-0.3606609599612833
ACH-000248,-0.5803175813797244
ACH-000250,-0.3991340820539743
ACH-000251,-0.23297577489562935
ACH-000252,-0.3269153437711753
ACH-000253,-0.34984576424347785
ACH-000255,-0.356059327617267
ACH-000256,-0.2312137518496257
ACH-000257,-0.5964291178197093
ACH-000258,-0.1385205199732316
ACH-000259,-0.17502740197589906
ACH-000260,-0.4250107769935825
ACH-000261,-0.3487123498740812
ACH-000262,-0.20872121447042816
ACH-000263,-0.009280276595986951
ACH-000264,-0.3581762976798541
ACH-000265,-0.2608119418158121
ACH-000266,-0.3589258595918912
ACH-000272,-0.17586215402573813
ACH-000274,-0.2474094690282523
ACH-000277,-0.16080423926244408
ACH-000278,-0.24662033255880414
ACH-000279,-0.2634302805656459
ACH-000280,-0.30802014265035565
ACH-000281,-0.17293750054511134
ACH-000288,-0.19229781557009065
ACH-000291,-0.1830351667726158
ACH-000293,-0.5701446059925682
ACH-000294,-0.10845766082575736
ACH-000295,-0.4580841624639032
ACH-000296,-0.14434666071200358
ACH-000302,-0.2770525652783117
ACH-000304,-0.2310012417151214
ACH-000307,-0.2394049754957464
ACH-000308,-0.32683856613271883
ACH-000310,-0.28766958538057597
ACH-000311,-0.4780567825967553
ACH-000312,-0.12725347076657445
ACH-000315,-0.28561788696659585
ACH-000316,-0.16018499287839172
ACH-000317,-0.38215098207269615
ACH-000318,-0.28688681402293564
ACH-000319,-0.3254573433388823
ACH-000320,-0.13317575874356674
ACH-000322,-0.27651642886624395
ACH-000323,-0.04480192077517158
ACH-000324,-0.3265633936454499
ACH-000329,-0.3248411546592577
ACH-000330,-0.2752161186001622
ACH-000331,-0.1857353143985716
ACH-000332,-0.3735934044529791
ACH-000334,-0.4497160880299338
ACH-000335,-0.5316174712336822
ACH-000336,-0.12560772227117106
ACH-000337,-0.23749500414795044
ACH-000338,0.4302449876547074
ACH-000339,-0.3382622257714681
ACH-000341,-0.08318283673446418
ACH-000348,-0.16093138065393506
ACH-000350,-0.2706259835296688
ACH-000352,-0.29331907512011435
ACH-000356,-0.2722696639203416
ACH-000361,0.1449839137028446
ACH-000362,-0.10697591907684698
ACH-000363,-0.2289359722341712
ACH-000364,-0.29119213256487203
ACH-000365,-0.220004560142138
ACH-000366,-0.20639817317323286
ACH-000368,-0.42351173728280606
ACH-000374,-0.2182276055287652
ACH-000375,-0.24584048528606275
ACH-000376,-0.3643912168457243
ACH-000381,-0.3860236264762961
ACH-000383,-0.2922327004653827
ACH-000387,-0.21778578894400688
ACH-000389,-0.3664551754677626
ACH-000390,-0.21312427178687124
ACH-000393,-0.4284484354666779
ACH-000395,-0.32950530827019064
ACH-000396,-0.2755251752279759
ACH-000397,-0.42819843434139615
ACH-000401,-0.363535864602063
ACH-000402,-0.06038706597161714
ACH-000403,-0.204908974929838
ACH-000404,-0.5257063989472548
ACH-000406,-0.2317176684789619
ACH-000407,-0.15609048958776495
ACH-000408,-0.6666991158471284
ACH-000410,-0.06141194276291186
ACH-000411,-0.3980250600404205
ACH-000414,-0.21468053048565566
ACH-000415,-0.2774586262921167
ACH-000416,-0.2689526371938629
ACH-000420,-0.2475314967399713
ACH-000421,-0.25935243943134795
ACH-000424,-0.0063273413093918604
ACH-000425,-0.31117752288698364
ACH-000426,-0.3341011949963298
ACH-000427,-0.32196129675604124
ACH-000433,-0.4399814936412715
ACH-000435,-0.36576778594918813
ACH-000436,-0.4514167999601699
ACH-000444,-0.2545362247118005
ACH-000445,-0.2888091434491839
ACH-000448,-0.28862011065435245
ACH-000450,-0.22218828373548666
ACH-000452,-0.3315041951665048
ACH-000454,-0.2288695798843595
ACH-000458,-0.32524255208262404
ACH-000459,-0.004111446240185438
ACH-000460,-0.2635699066385507
ACH-000461,-0.27792106084925083
ACH-000463,-0.3271060551842823
ACH-000464,-0.3253953121556952
ACH-000466,-0.3608222308561565
ACH-000467,-0.34034640965422225
ACH-000468,-0.12950997266912906
ACH-000469,-0.33370099243102985
ACH-000470,-0.06705413270724657
ACH-000471,-0.41026500980761055
ACH-000472,-0.27831913195559904
ACH-000473,-0.3724788363206837
ACH-000475,-0.4099379030043737
ACH-000476,-0.2566773928937412
ACH-000477,-0.2874334942169401
ACH-000479,-0.2887324077530469
ACH-000480,-0.30347822178812345
ACH-000481,-0.2812489888723253
ACH-000483,0.0019519505170886727
ACH-000484,-0.3480751148520885
ACH-000485,-0.3363825987463424
ACH-000486,-0.17866145100320036
ACH-000487,-0.12687860132349893
ACH-000488,-0.2369092015531561
ACH-000490,-0.4564660268583052
ACH-000491,-0.1029569155353594
ACH-000495,-0.5165464632539183
ACH-000496,-0.2217587688634564
ACH-000499,-0.4353705352466684
ACH-000500,-0.8000618042394226
ACH-000502,-0.4150938107570398
ACH-000503,-0.25266933512431444
ACH-000505,-0.3829263051028056
ACH-000507,-0.4794805387464585
ACH-000510,-0.12602212027343712
ACH-000511,-0.3191729385384319
ACH-000512,-0.14924713730372355
ACH-000516,-0.3425756051429235
ACH-000517,-0.25076962908287564
ACH-000518,-0.237645131593976
ACH-000520,-0.2982520799347835
ACH-000521,-0.2556023023986303
ACH-000522,-0.2789285585330529
ACH-000524,-0.28108124992674505
ACH-000527,-0.2878012889586695
ACH-000528,-0.27319523709614857
ACH-000537,-0.40655057612080303
ACH-000541,-0.4841065919447017
ACH-000542,-0.13974305747785795
ACH-000544,-0.34288891587343795
ACH-000545,-0.4154074615929295
ACH-000547,-0.17858021769041604
ACH-000548,-0.1593941887796842
ACH-000549,-0.13137510513123213
ACH-000550,-0.22423273594539253
ACH-000552,-0.32579365979853114
ACH-000556,-0.21758485159244995
ACH-000557,-0.2467053276840184
ACH-000569,-0.4072225232337362
ACH-000570,0.013475263062043998
ACH-000571,-0.298969966904474
ACH-000573,-0.3322203079794298
ACH-000576,-0.19207196262070836
ACH-000579,-0.44062837971189456
ACH-000580,-0.0945123854244671
ACH-000584,-0.3854833435183954
ACH-000585,-0.3004801993030828
ACH-000588,-0.2440365050813869
ACH-000589,-0.3128081259693423
ACH-000591,-0.4618902522849171
ACH-000593,-0.27218533958840746
ACH-000600,-0.3918138865381482
ACH-000601,-0.2545097100864028
ACH-000605,-0.3111371808438597
ACH-000606,-0.3169567202695697
ACH-000608,-0.29542041240091754
ACH-000614,-0.1766924859790934
ACH-000616,-0.2542625522041771
ACH-000618,-0.17219492372066286
ACH-000619,-0.2526094974369402
ACH-000620,-0.3048830025973049
ACH-000621,-0.2910086947187259
ACH-000622,-0.4842768634049634
ACH-000623,-0.5649927146042667
ACH-000624,-0.3381946368130181
ACH-000627,-0.12172254076520984
ACH-000630,-0.32703827512364203
ACH-000631,-0.33969382754392063
ACH-000632,-0.3184959721812617
ACH-000633,-0.2320003560058105
ACH-000637,-0.3291297585569196
ACH-000638,-0.1644355031963931
ACH-000646,-0.4416168634994265
ACH-000647,-0.2452392592933913
ACH-000648,-0.2296822120104449
ACH-000649,-0.2785438040205011
ACH-000651,-0.13388864820866622
ACH-000652,-0.019523690856618044
ACH-000653,-0.4344798806923701
ACH-000657,-0.17667942662331532
ACH-000658,-0.2521513320461796
ACH-000661,-0.14274799729577692
ACH-000662,-0.3987295406159021
ACH-000663,-0.05672872966422561
ACH-000665,-0.24804348574126506
ACH-000671,-0.2572450551148754
ACH-000672,-0.7621823613055512
ACH-000673,-0.29144595770399656
ACH-000676,-0.19965341663174152
ACH-000677,-0.2666584759179382
ACH-000681,-0.10190482364090804
ACH-000683,-0.19708030615439665
ACH-000684,-0.4599555158743692
ACH-000688,-0.1282535400255185
ACH-000693,-0.2935525279717583
ACH-000694,-0.20892042770260685
ACH-000695,-0.1113439897316582
ACH-000696,-0.2600326941189029
ACH-000697,-0.2990034794719628
ACH-000699,-0.3612091480032583
ACH-000701,-0.3747697187955532
ACH-000706,-0.1838364474918909
ACH-000711,-0.2321215045789961
ACH-000713,-0.37162758683216063
ACH-000714,-0.22051861494514927
ACH-000718,-0.3290696186818557
ACH-000720,-0.2030783940853368
ACH-000721,-0.3441100193055134
ACH-000724,-0.08341326673257145
ACH-000725,-0.2534714507319009
ACH-000732,-0.20758401670035154
ACH-000734,-0.3509352761979313
ACH-000735,-0.287965675298008
ACH-000736,-0.35016734955509465
ACH-000738,-0.3038302842237763
ACH-000746,-0.3823067841195101
ACH-000747,-0.04654921065605458
ACH-000748,-0.3106961550100041
ACH-000753,-0.1977049468942099
ACH-000756,-0.2485058229720125
ACH-000757,-0.1438509693471907
ACH-000758,-0.06204683205803425
ACH-000760,-0.2591878471339307
ACH-000762,-0.3140695504002756
ACH-000763,-0.3576529701372921
ACH-000764,-0.011555311959728613
ACH-000765,-0.3807957422478089
ACH-000766,-0.32486384150304765
ACH-000767,-0.02062675816644184
ACH-000768,-0.5892494118317378
ACH-000769,-0.2064723322648749
ACH-000770,-0.2241196240157364
ACH-000771,-0.18754325677733105
ACH-000773,-0.3134939797439448
ACH-000776,-0.32413136783626256
ACH-000777,-0.1682322768392633
ACH-000778,-0.239114922799807
ACH-000781,-0.2304158969347295
ACH-000782,-0.21113657873501984
ACH-000783,-0.27024866422466226
ACH-000784,-0.20373578888322605
ACH-000785,-0.3453580214320282
ACH-000787,-0.12475977560992013
ACH-000788,-0.17709023287391185
ACH-000791,-0.23127482976603364
ACH-000792,-0.20755750634139944
ACH-000794,-0.3296774340221874
ACH-000796,-0.34260031166314764
ACH-000798,-0.024233840887617472
ACH-000799,-0.3730426753872101
ACH-000800,-0.3685744437065288
ACH-000802,-0.2553415817001888
ACH-000804,-0.2832281188392177
ACH-000805,-0.030738529978281283
ACH-000809,-0.1771014896557753
ACH-000810,0.1940366229403101
ACH-000811,-0.25967811905307825
ACH-000817,-0.4399842707969553
ACH-000819,-0.381538093649603
ACH-000820,-0.187211065751125
ACH-000821,-0.1897049343116953
ACH-000822,-0.2215773328671824
ACH-000823,-0.2364792941006837
ACH-000824,-0.3013241389650441
ACH-000827,-0.27777761219892705
ACH-000829,-0.2736293406886177
ACH-000831,-0.3255219827612737
ACH-000832,-0.4026010839463969
ACH-000833,-0.06442426419154494
ACH-000834,-0.2488869696898621
ACH-000835,-0.20504241695861006
ACH-000836,-0.2230627430460843
ACH-000837,-0.22128310617630886
ACH-000838,-0.3300458010118681
ACH-000839,-0.25895272092595906
ACH-000840,-0.053226204318917766
ACH-000841,-0.2469033400081396
ACH-000843,-0.17612273843650464
ACH-000846,-0.21872347430475905
ACH-000847,-0.02983612275501332
ACH-000848,-0.4907857231716288
ACH-000849,-0.2519867576962455
ACH-000851,-0.36323250837472404
ACH-000855,-0.4019275407033111
ACH-000856,-0.2284982260073011
ACH-000858,-0.2701876017811864
ACH-000859,-0.153076474656271
ACH-000861,-0.2782717266560448
ACH-000862,-0.1819439112773658
ACH-000865,-0.30510773486168
ACH-000866,-0.32235745969987145
ACH-000867,-0.2590716170187649
ACH-000869,-0.20915919110436812
ACH-000872,-0.2324245087316588
ACH-000873,-0.14501011256682853
ACH-000876,-0.23032218585502626
ACH-000878,-0.12302229917136225
ACH-000880,-0.21623065989190013
ACH-000881,-0.2374301990493289
ACH-000882,-0.3269656315981722
ACH-000884,-0.35092855237293386
ACH-000885,-0.31540800169106425
ACH-000887,-0.2472054508043304
ACH-000889,-0.23760751119942944
ACH-000896,-0.22056816690113515
ACH-000898,-0.26804880404098425
ACH-000900,-0.2285565670866553
ACH-000901,-0.18804003920167947
ACH-000905,-0.2794920080270929
ACH-000906,-0.2264417733505513
ACH-000907,-0.3892708663924838
ACH-000910,-0.19324379085630872
ACH-000911,-0.1565112327047081
ACH-000912,-0.2680821810455265
ACH-000913,-0.28212736076496064
ACH-000915,-0.16244248518250362
ACH-000916,-0.4469808491664769
ACH-000917,-0.19770310017766932
ACH-000920,-0.3834636391765231
ACH-000921,-0.3851456569145232
ACH-000924,-0.1762405154002529
ACH-000926,-0.10211416340370026
ACH-000928,-0.24373637657257785
ACH-000929,0.07887234878948801
ACH-000932,-0.29511557820464346
ACH-000935,-0.15079511280777888
ACH-000936,-0.3334282898179284
ACH-000937,-0.1300004953494112
ACH-000938,-0.28415506750062736
ACH-000939,-0.0842307843277197
ACH-000941,-0.3258369825064605
ACH-000943,-0.20188721164227605
ACH-000946,-0.4107400199456391
ACH-000947,-0.147287223591748
ACH-000948,-0.2772727057799777
ACH-000950,-0.34955700276434826
ACH-000953,-0.10495198368701604
ACH-000954,-0.25901073276728137
ACH-000957,-0.3802615155604844
ACH-000958,-0.3553543192950773
ACH-000960,-0.1951022142066776
ACH-000963,-0.11524996181488273
ACH-000968,-0.2485192054194302
ACH-000969,-0.30312935743831865
ACH-000972,-0.2157550336128976
ACH-000973,-0.2449230644211847
ACH-000974,-0.351032884305991
ACH-000978,-0.30025668821913976
ACH-000984,-0.2858546403266635
ACH-000986,-0.1659863945078831
ACH-000988,-0.17538017798757674
ACH-000993,-0.3615054625300279
ACH-000994,-0.31799624950459265
ACH-000996,-0.3298678116349827
ACH-001001,-0.39043872365122706
ACH-001020,-0.5501281483837557
ACH-001028,-0.2702325275376507
ACH-001031,-0.2382600155613919
ACH-001038,-0.19913617900677344
ACH-001048,-0.2086848444955994
ACH-001050,-0.2970765133624904
ACH-001053,-0.19615864252951395
ACH-001054,-0.3510179301420174
ACH-001061,-0.2457179710259349
ACH-001067,-0.2952627107963882
ACH-001075,-0.1303672654438446
ACH-001096,-0.3445744963830159
ACH-001111,-0.4907183222249771
ACH-001119,-0.5201158444328076
ACH-001128,-0.102670902698103
ACH-001134,-0.2713665804557675
ACH-001151,-0.2542584198645463
ACH-001163,-0.24951385345708044
ACH-001164,-0.4520250747372935
ACH-001183,-0.09311248172655112
ACH-001192,-0.39597931481091053
ACH-001193,-0.061735461213443615
ACH-001196,-0.3563487194217955
ACH-001197,-0.21802995179975745
ACH-001205,-0.14032839743893682
ACH-001211,-0.3492098084514189
ACH-001212,-0.008316415028246591
ACH-001228,-0.21714489486527846
ACH-001232,-0.3349141144847549
ACH-001239,-0.24392181824430997
ACH-001270,-0.18350916427565864
ACH-001274,-0.12791124884015168
ACH-001275,-0.3559483991249418
ACH-001277,-0.27351227812593804
ACH-001278,-0.4689776058965235
ACH-001280,-0.3153698768479067
ACH-001283,-0.08015389950168947
ACH-001289,-0.17285861026369678
ACH-001300,-0.18506901455698585
ACH-001301,-0.19051114840578093
ACH-001302,-0.5167034424075071
ACH-001306,-0.2858859759352207
ACH-001318,-0.11991713826164865
ACH-001322,-0.22323658547460504
ACH-001328,-0.24567761734783866
ACH-001332,-0.4379345841313429
ACH-001336,-0.28131732436808665
ACH-001346,-0.3608248921252856
ACH-001353,-0.3914716813115971
ACH-001354,-0.03825143693836599
ACH-001367,-0.5377631671382442
ACH-001368,-0.2266692895964913
ACH-001374,-0.34567595103186033
ACH-001377,-0.2282099752920755
ACH-001380,-0.2848956420606797
ACH-001391,-0.3094435520834635
ACH-001408,-0.29865679944613394
ACH-001430,-0.36667655227269935
ACH-001431,-0.07647281128831929
ACH-001450,-0.32552576574264136
ACH-001496,-0.21355337449700476
ACH-001500,-0.2769477021756606
ACH-001523,-0.4046056547997036
ACH-001532,-0.2723429081383159
ACH-001550,-0.21425276869098694
ACH-001552,-0.5362108105671285
ACH-001554,-0.3961161838563115
ACH-001654,-0.2569484666325509
ACH-001735,-0.12968108109290427
ACH-001736,-0.2603201232503917
ACH-001737,-0.14705068183015435
ACH-001740,-0.4979908778741731
ACH-001745,-0.40404198853344697
ACH-001765,-0.32559494638688524
