,SMR3B (10879)
ACH-000004,-0.3272052195331682
ACH-000005,-0.07755613386794485
ACH-000007,-0.4091888477669314
ACH-000009,-0.1198775527292948
ACH-000011,-0.21213914824502955
ACH-000012,-0.17700074772314525
ACH-000013,-0.053086879749746935
ACH-000014,-0.06692298875663004
ACH-000015,-0.1377106085968573
ACH-000017,-0.1672452338963183
ACH-000018,-0.14859174678961531
ACH-000019,-0.230164702356034
ACH-000021,-0.20234911378184697
ACH-000022,-0.10953559421919183
ACH-000025,-0.264787395312688
ACH-000028,-0.2776968258137104
ACH-000030,-0.1542933541328878
ACH-000035,-0.1176985415422372
ACH-000036,-0.18099558973441893
ACH-000037,-0.25467532104707424
ACH-000039,-0.3806377980650939
ACH-000040,-0.15488476322553027
ACH-000041,-0.1846947053518993
ACH-000042,-0.2840317944741382
ACH-000045,-0.00595734173226893
ACH-000047,-0.2838755296748461
ACH-000052,-0.14804669071182547
ACH-000053,-0.12940444542671126
ACH-000054,-0.291114454267804
ACH-000055,-0.1827299489761841
ACH-000060,-0.17101064028644106
ACH-000067,-0.29738930573684513
ACH-000070,-0.18469674932409194
ACH-000075,-0.207332226687189
ACH-000078,-0.2729484182802039
ACH-000082,-0.22934031603648125
ACH-000085,-0.11899896555033965
ACH-000086,-0.1056620834710121
ACH-000087,-0.09111946619092996
ACH-000092,-0.1888648523551033
ACH-000095,-0.2933064514595828
ACH-000097,-0.3064188042741515
ACH-000098,-0.22079400119382867
ACH-000099,-0.1777567045716724
ACH-000108,-0.1716841790726077
ACH-000113,-0.015392500918369474
ACH-000116,-0.25346801935316354
ACH-000118,-0.15972562092241716
ACH-000120,-0.2589254558574613
ACH-000123,-0.20918069568173114
ACH-000127,-0.22865684511376155
ACH-000128,-0.24232634820355475
ACH-000132,-0.14510088795792978
ACH-000133,-0.16480036611451612
ACH-000137,-0.06333399425474688
ACH-000138,-0.16439501437284668
ACH-000142,-0.1229276538339752
ACH-000143,-0.2772551162307301
ACH-000146,-0.13002092725710415
ACH-000148,-0.2256517848027615
ACH-000150,-0.2872315822031001
ACH-000152,-0.2565510462452518
ACH-000153,-0.3777974276672855
ACH-000159,-0.2214773875543108
ACH-000160,-0.3190530514764897
ACH-000163,-0.136606916611826
ACH-000167,0.10576303390836207
ACH-000168,-0.12161180302159742
ACH-000169,-0.309214697294905
ACH-000178,-0.1638771396099194
ACH-000183,-0.12468509814468265
ACH-000188,-0.2017671942846391
ACH-000189,-0.30577319260566266
ACH-000190,-0.14472538196953674
ACH-000198,-0.2099186003889201
ACH-000203,-0.0918304194884002
ACH-000204,-0.227989636646315
ACH-000206,-0.1833741930062884
ACH-000207,-0.1568942727726297
ACH-000208,-0.3443693872602066
ACH-000210,-0.28846871707941824
ACH-000211,-0.21938330164546666
ACH-000215,-0.1910882954540106
ACH-000221,-0.2257673428127377
ACH-000222,-0.08589691017751652
ACH-000223,-0.28439292694595597
ACH-000226,-0.15780642027519046
ACH-000227,-0.2633535900001931
ACH-000228,-0.2979289781015028
ACH-000231,-0.2778260656160823
ACH-000232,-0.2362894184649344
ACH-000233,-0.026486311188951887
ACH-000234,-0.29825073387312195
ACH-000235,-0.1651629999565052
ACH-000237,-0.19358286723526105
ACH-000238,-0.1009200200778824
ACH-000242,-0.3945744586153292
ACH-000243,-0.1965484379857552
ACH-000244,-0.0434615356632504
ACH-000246,-0.11672342302716635
ACH-000248,-0.18680478843483592
ACH-000250,-0.1926070039593452
ACH-000251,-0.2477846658663119
ACH-000252,-0.18853907438726733
ACH-000253,-0.1002683794204482
ACH-000255,-0.12692575126723113
ACH-000256,-0.20579516054141733
ACH-000257,-0.2195721540807688
ACH-000258,-0.15906248051219976
ACH-000259,-0.23361928862442055
ACH-000260,-0.17815559546557047
ACH-000261,-0.2069233171225041
ACH-000262,-0.10742523766847067
ACH-000263,-0.15053064845166295
ACH-000264,-0.26263277606015545
ACH-000265,-0.3251119748698429
ACH-000266,-0.2525942517485376
ACH-000272,-0.22043856910201007
ACH-000274,-0.4295052458505457
ACH-000277,-0.16043550865535236
ACH-000278,-0.14020518278744695
ACH-000279,-0.11089173223067657
ACH-000280,-0.2433562993999687
ACH-000281,-0.19778612022463474
ACH-000288,-0.17627212993590824
ACH-000291,-0.13454899943059534
ACH-000293,-0.32155435598419296
ACH-000294,-0.08357533418694313
ACH-000295,-0.19603381194987232
ACH-000296,-0.16897851305065995
ACH-000302,-0.3647421070187247
ACH-000304,-0.20554519900184506
ACH-000307,-0.11986904159179662
ACH-000308,-0.22251764809581145
ACH-000310,-0.1826933121098097
ACH-000311,-0.3533648327821323
ACH-000312,-0.16607020863054786
ACH-000315,-0.3459120328242096
ACH-000316,-0.3658313207409368
ACH-000317,-0.2986441059745936
ACH-000318,-0.2066139677959356
ACH-000319,-0.15928894407789804
ACH-000320,-0.1532640000060026
ACH-000322,-0.3104885289443987
ACH-000323,-0.35932123874479266
ACH-000324,-0.16499224317961825
ACH-000329,-0.18936050099517507
ACH-000330,-0.35324717830281044
ACH-000331,-0.19365862601691047
ACH-000332,-0.2555005818536557
ACH-000334,-0.08706987293924373
ACH-000335,-0.2364809689285099
ACH-000336,-0.3268560025341408
ACH-000337,-0.18032342821921013
ACH-000338,-0.2442599574867188
ACH-000339,-0.2555334502949279
ACH-000341,-0.33248345413595354
ACH-000348,-0.2344323608069004
ACH-000350,-0.10588641169411377
ACH-000352,-0.20637616868564354
ACH-000356,-0.0057933883053014725
ACH-000361,-0.1395148572221934
ACH-000362,-0.16669187288239198
ACH-000363,-0.34090386472664125
ACH-000364,-0.187410452216168
ACH-000365,-0.13024229639842352
ACH-000366,-0.2877286791935563
ACH-000368,-0.093824528581939
ACH-000374,-0.1522266574646332
ACH-000375,-0.3273785096829339
ACH-000376,-0.10447840040413574
ACH-000381,-0.07029505961360143
ACH-000383,-0.21434507788795015
ACH-000387,-0.14135374706992354
ACH-000389,-0.18334528357791607
ACH-000390,-0.18326006637205774
ACH-000393,-0.22048331128177875
ACH-000395,-0.3035345132308469
ACH-000396,-0.16409393169130976
ACH-000397,-0.34061798402128696
ACH-000401,-0.3165333581264351
ACH-000402,-0.22726900604344705
ACH-000403,-0.4120606101659453
ACH-000404,0.011679276484518771
ACH-000406,-0.1969840896597417
ACH-000407,-0.2562275581005673
ACH-000408,-0.3329873256464459
ACH-000410,-0.10314788275578372
ACH-000411,-0.06994703867580034
ACH-000414,-0.24750567623758896
ACH-000415,-0.26230975673279944
ACH-000416,-0.1579633060713496
ACH-000420,-0.11251241594494203
ACH-000421,-0.30704407817833523
ACH-000424,-0.1589711351737079
ACH-000425,-0.1950142661289372
ACH-000426,-0.2388161749366726
ACH-000427,-0.30415613926395074
ACH-000433,-0.2785674645197444
ACH-000435,-0.2015689373965904
ACH-000436,0.04337097984128143
ACH-000444,-0.21089414545151725
ACH-000445,-0.2641206003864253
ACH-000448,-0.15591308315911034
ACH-000450,-0.19778371716073015
ACH-000452,-0.25339692912282696
ACH-000454,-0.1702450283565614
ACH-000458,-0.0869037565447974
ACH-000459,-0.07116004333792965
ACH-000460,-0.19795983026686528
ACH-000461,-0.13182347877609446
ACH-000463,-0.2344001081386387
ACH-000464,-0.14041605491039802
ACH-000466,-0.24306333505555855
ACH-000467,-0.2754665893153821
ACH-000468,-0.2174144955960929
ACH-000469,-0.17634157390038782
ACH-000470,-0.19576299793781432
ACH-000471,-0.04826665680866516
ACH-000472,-0.1412424827706625
ACH-000473,-0.06270075570356742
ACH-000475,-0.3225963011958045
ACH-000476,-0.2634452862907061
ACH-000477,0.007004391469799365
ACH-000479,-0.3660022955729774
ACH-000480,-0.3070812159854093
ACH-000481,-0.17672333069372104
ACH-000483,-0.08743763500158849
ACH-000484,-0.20392450889849656
ACH-000485,-0.32584325992654745
ACH-000486,-0.27129848088445185
ACH-000487,-0.19818911286920185
ACH-000488,-0.20771062023694264
ACH-000490,-0.1688391594047051
ACH-000491,-0.18319822961648674
ACH-000495,-0.051659808689530386
ACH-000496,-0.360025999275243
ACH-000499,-0.07312612364107636
ACH-000500,-0.4086418261234239
ACH-000502,-0.22695549447974406
ACH-000503,-0.01670051995140181
ACH-000505,-0.18940387815523715
ACH-000507,-0.2346348584863168
ACH-000510,-0.3101993014611859
ACH-000511,-0.21645388994781592
ACH-000512,0.1134842185803894
ACH-000516,-0.11382590477905268
ACH-000517,-0.2316993085269619
ACH-000518,-0.3203930558323968
ACH-000520,-0.08510322687245668
ACH-000521,-0.11140908895715887
ACH-000522,-0.17981373398684275
ACH-000524,-0.12259632811140812
ACH-000527,-0.12007401668337535
ACH-000528,-0.12842971020743527
ACH-000537,-0.1475674887136851
ACH-000541,-0.1525297836660729
ACH-000542,-0.19888832728252387
ACH-000544,-0.3066465075527839
ACH-000545,-0.21714581848907666
ACH-000547,-0.37706178865309065
ACH-000548,-0.21893332392421186
ACH-000549,-0.015734800000046748
ACH-000550,-0.15357132040514546
ACH-000552,-0.1995976955646402
ACH-000556,-0.23266439104211534
ACH-000557,-0.21398340762645676
ACH-000569,-0.3535402796871075
ACH-000570,-0.22823434780196475
ACH-000571,-0.1414118714261758
ACH-000573,-0.17640069083238094
ACH-000576,-0.07090846259477522
ACH-000579,-0.1914924877634724
ACH-000580,-0.3095874238151475
ACH-000584,-0.2748569897656705
ACH-000585,-0.2100580392217692
ACH-000588,-0.3083117903855767
ACH-000589,-0.2357729016726161
ACH-000591,-0.21834144428754665
ACH-000593,-0.1685361974530893
ACH-000600,-0.14367570577879815
ACH-000601,-0.24303772831905945
ACH-000605,0.05364638744825698
ACH-000606,-0.1277134022760152
ACH-000608,-0.2665417358108218
ACH-000614,-0.2255633128674699
ACH-000616,-0.2737269694575074
ACH-000618,-0.2536821608700305
ACH-000619,-0.22050823133471245
ACH-000620,-0.2111083823676808
ACH-000621,-0.16110051383529364
ACH-000622,-0.2001263380621454
ACH-000623,-0.0503016782187347
ACH-000624,-0.23972618843046886
ACH-000627,-0.23226796792220145
ACH-000630,-0.18874109924220245
ACH-000631,0.06045922242394571
ACH-000632,-0.14025356453789026
ACH-000633,-0.2919926730569448
ACH-000637,-0.10788025186257616
ACH-000638,-0.2967945896278737
ACH-000646,-0.16725625417184484
ACH-000647,-0.2934947144317817
ACH-000648,-0.3150522806192917
ACH-000649,-0.1997647539350016
ACH-000651,-0.13586006227705275
ACH-000652,-0.09439093195410407
ACH-000653,-0.1832069961835673
ACH-000657,-0.2627712653173768
ACH-000658,-0.2185533844923277
ACH-000661,-0.17042694448600373
ACH-000662,-0.3180980982565826
ACH-000663,-0.2304772127024119
ACH-000665,-0.2301136921368123
ACH-000671,-0.20226536363966868
ACH-000672,-0.6573962624281143
ACH-000673,-0.2397826302126887
ACH-000676,-0.13867859324213294
ACH-000677,-0.12731607805593684
ACH-000681,-0.13863515472578267
ACH-000683,-0.20146511511002874
ACH-000684,-0.21557630047321966
ACH-000688,-0.2901310258865457
ACH-000693,-0.1978038333896424
ACH-000694,-0.23358049916566315
ACH-000695,-0.16777169087794416
ACH-000696,-0.33186083424664137
ACH-000697,-0.32891025918163
ACH-000699,-0.13908492266288486
ACH-000701,-0.17846541334914412
ACH-000706,-0.1537880049806415
ACH-000711,-0.3058940008575653
ACH-000713,-0.18064362370453005
ACH-000714,-0.33556943966831
ACH-000718,-0.1809988902249424
ACH-000720,-0.3650458750208757
ACH-000721,-0.11273464154502096
ACH-000724,-0.2368589382046899
ACH-000725,-0.3947408160859736
ACH-000732,-0.22306827740422394
ACH-000734,-0.2319454078641041
ACH-000735,-0.1767218455703151
ACH-000736,-0.211295073133972
ACH-000738,-0.389311543730442
ACH-000746,-0.2320489575366524
ACH-000747,-0.015921833033362722
ACH-000748,-0.1569521958412731
ACH-000753,-0.10915628117862064
ACH-000756,-0.12173824866969615
ACH-000757,-0.30058983048095844
ACH-000758,-0.12540344120725133
ACH-000760,-0.07264172548333209
ACH-000762,-0.2459641902655557
ACH-000763,-0.2885072696648036
ACH-000764,-0.27299430670576963
ACH-000765,-0.24228812244929515
ACH-000766,-0.2380299427062387
ACH-000767,-0.29384770744819644
ACH-000768,-0.20202931300269514
ACH-000769,-0.12791469595951013
ACH-000770,-0.4394015835739625
ACH-000771,-0.23813198890962545
ACH-000773,-0.2915112750496535
ACH-000776,-0.18541080490937245
ACH-000777,-0.16260060122326978
ACH-000778,-0.14431148043914174
ACH-000781,-0.13027142877495254
ACH-000782,-0.09218354119387387
ACH-000783,-0.19998746859640826
ACH-000784,-0.14804858492354764
ACH-000785,-0.3576274448402836
ACH-000787,-0.1888013407328556
ACH-000788,-0.13591781797660835
ACH-000791,-0.2380219511027811
ACH-000792,-0.2166694460086827
ACH-000794,-0.1848784071903915
ACH-000796,-0.28387862151784904
ACH-000798,-0.4446432950387469
ACH-000799,-0.2928856582927651
ACH-000800,-0.207484008436922
ACH-000802,-0.2749464586467356
ACH-000804,-0.18464728136280628
ACH-000805,-0.17936611614673958
ACH-000809,-0.4182431700865248
ACH-000810,-0.17275204483039544
ACH-000811,-0.15542633619434928
ACH-000817,-0.26923477562121245
ACH-000819,-0.2712604070444039
ACH-000820,0.016761105856456272
ACH-000821,-0.20175644214708646
ACH-000822,-0.042214637457683474
ACH-000823,-0.22538635499988996
ACH-000824,-0.157301552080186
ACH-000827,-0.28944565610616346
ACH-000829,-0.1573985972289408
ACH-000831,-0.05589190499617183
ACH-000832,-0.22805296390264174
ACH-000833,-0.12640447949927575
ACH-000834,-0.19309723338523505
ACH-000835,-0.3228775709907027
ACH-000836,-0.13653994841035433
ACH-000837,-0.16381511677286284
ACH-000838,-0.03693703132559283
ACH-000839,-0.3849782462567764
ACH-000840,-0.02412313336527817
ACH-000841,-0.20638561877657405
ACH-000843,-0.17338760771945771
ACH-000846,-0.20564193626587576
ACH-000847,-0.4130214109198744
ACH-000848,-0.2777938595815261
ACH-000849,-0.2436649992981321
ACH-000851,-0.1511359783665136
ACH-000855,-0.4639304529825962
ACH-000856,-0.3487537558665874
ACH-000858,-0.1150402894642129
ACH-000859,-0.17973244852147235
ACH-000861,-0.2382684048136487
ACH-000862,-0.09916410543312423
ACH-000865,-0.2952980448560373
ACH-000866,-0.25272203607987537
ACH-000867,-0.2348947634739935
ACH-000869,-0.19746724071011967
ACH-000872,-0.10565712361493236
ACH-000873,-0.19661157868044374
ACH-000876,-0.3214457690382291
ACH-000878,-0.2136208558521057
ACH-000880,-0.3323463551457193
ACH-000881,-0.28795625704141176
ACH-000882,-0.036862460448112894
ACH-000884,-0.1411523239018689
ACH-000885,-0.2529804194061761
ACH-000887,-0.335930466862614
ACH-000889,-0.09307644356617836
ACH-000896,-0.19753505284868766
ACH-000898,-0.2433121708386662
ACH-000900,-0.25601498301341274
ACH-000901,-0.2863401731238301
ACH-000905,-0.25546667343879403
ACH-000906,-0.24394517455551604
ACH-000907,0.01915078934898292
ACH-000910,-0.14431684079738552
ACH-000911,-0.3370032269019925
ACH-000912,-0.09869738402598548
ACH-000913,-0.17348363255063515
ACH-000915,-0.2779470764173783
ACH-000916,-0.3096570946461075
ACH-000917,-0.2790544864315668
ACH-000920,0.1085954481930198
ACH-000921,-0.25883208486839465
ACH-000924,-0.2234349162913816
ACH-000926,-0.2532716054226689
ACH-000928,-0.1953791631082808
ACH-000929,-0.22207498092433825
ACH-000932,-0.23386764902893345
ACH-000935,-0.13429254308753705
ACH-000936,-0.4111602104838104
ACH-000937,-0.17686793444720122
ACH-000938,-0.3207207768549077
ACH-000939,0.02083961376280907
ACH-000941,-0.2724415591364505
ACH-000943,-0.32043584696098065
ACH-000946,-0.2569218048114908
ACH-000947,-0.2732992847410797
ACH-000948,-0.2200411816659996
ACH-000950,0.0038736044073517844
ACH-000953,-0.263790410094982
ACH-000954,-0.4051871622701788
ACH-000957,-0.20625200303683788
ACH-000958,-0.34984435489009724
ACH-000960,-0.15259046462704884
ACH-000963,-0.3008591622719963
ACH-000968,0.03672792701177178
ACH-000969,-0.3114961900538832
ACH-000972,-0.4264761311995172
ACH-000973,-0.2694763667424073
ACH-000974,-0.2917143673075164
ACH-000978,-0.13157088765151556
ACH-000984,-0.3131726203444001
ACH-000986,-0.19865169798728466
ACH-000988,-0.1419245484380983
ACH-000993,-0.2331623945264317
ACH-000994,0.026850909496987298
ACH-000996,-0.24744584672480835
ACH-001001,-0.2647927367854028
ACH-001020,-0.13662609790602356
ACH-001028,-0.1915883388032619
ACH-001031,-0.07538711937054661
ACH-001038,-0.2813733771129795
ACH-001048,-0.31012621706785604
ACH-001050,-0.13855345072002934
ACH-001053,-0.2335954835300124
ACH-001054,-0.060588505836895276
ACH-001061,-0.21487111732821146
ACH-001067,-0.24658517233982105
ACH-001075,-0.24944449323126294
ACH-001096,-0.3051223457725469
ACH-001111,0.07310873131384234
ACH-001119,-0.2326837359407209
ACH-001128,-0.258875711043493
ACH-001134,-0.21574306736353502
ACH-001151,-0.19315161733145075
ACH-001163,-0.12837943522567308
ACH-001164,-0.30969908059272017
ACH-001183,-0.13542980364035895
ACH-001192,-0.14170495152793294
ACH-001193,-0.24220257263885525
ACH-001196,-0.08589000777593593
ACH-001197,-0.1404294321498199
ACH-001205,-0.2786624538087351
ACH-001211,-0.02638909376410653
ACH-001212,-0.2535800505121044
ACH-001228,-0.3608475393575893
ACH-001232,-0.04219979888967413
ACH-001239,-0.29548078095040897
ACH-001270,-0.4422552073462961
ACH-001274,-0.19083995202925208
ACH-001275,-0.1494335460958594
ACH-001277,-0.15397118384153838
ACH-001278,-0.1540990142230532
ACH-001280,-0.002711321495391251
ACH-001283,-0.3557647979452685
ACH-001289,-0.16377215526327274
ACH-001300,-0.16027092691571446
ACH-001301,-0.3036833176649906
ACH-001302,-0.24734946669400634
ACH-001306,-0.13913488987752198
ACH-001318,-0.2738848444771283
ACH-001322,-0.2919529178311984
ACH-001328,-0.09480946521583644
ACH-001332,-0.15804348664842874
ACH-001336,-0.27751337003800297
ACH-001346,-0.2189378648531104
ACH-001353,-0.23768736355684456
ACH-001354,-0.2769471000772188
ACH-001367,-0.07967481893887067
ACH-001368,-0.2573724960022058
ACH-001374,-0.3549531066357094
ACH-001377,-0.2587356328900495
ACH-001380,-0.3462901786847806
ACH-001391,-0.17862126639182654
ACH-001408,-0.16149592276250388
ACH-001430,-0.24642970179038576
ACH-001431,-0.2293701374301711
ACH-001450,-0.16485333374473102
ACH-001496,-0.14520937464902714
ACH-001500,-0.2417671584753392
ACH-001523,-0.33582431617459224
ACH-001532,-0.4254962668775116
ACH-001550,-0.3000296380994432
ACH-001552,-0.2119564645928533
ACH-001554,-0.25482745492420544
ACH-001654,-0.2706149316802657
ACH-001735,-0.2163706559267496
ACH-001736,-0.2582055453145564
ACH-001737,-0.13354732638125333
ACH-001740,-0.1222042003077982
ACH-001745,-0.1806516574870662
ACH-001765,-0.1860970770629422
